Name,Gender,English,Kiswahili,Mathematics,Biology,Chemistry,Physics,Geography,CRE,Careers
Julissa,Male,11,7,10,9,12,11,7,12,Art
Julita,Female,7,12,11,7,11,12,9,9,Military and Security
jum,Male,9,11,7,9,9,7,8,12,Health and medicine
Jun,Male,9,11,7,7,9,10,11,10,Business and management
June,Female,7,8,9,8,8,7,9,9,Art
Junette,Male,11,12,12,7,7,8,11,9,Law and public policy
Junia,Male,10,10,6,6,7,10,10,11,Art
Junie,Female,9,7,12,9,10,6,7,7,Business and management
Junina,Male,10,9,6,9,6,10,6,9,Computing
Just,Female,6,6,9,9,12,10,11,9,Art
justic,Male,10,7,6,9,11,10,7,10,Military and Security
Justic,Male,8,11,9,11,10,7,10,12,Education
Justina,Male,6,6,11,6,10,12,11,8,Art
Justine,Female,9,12,12,7,7,11,11,6,Communications
Justinn,Male,9,10,10,10,8,7,10,10,Education
Jyoti,Female,7,11,8,11,7,12,10,10,Art
Kacey,Male,12,10,7,10,9,9,12,6,Agriculture
Kacie,Male,8,9,11,7,8,8,10,7,Health and medicine
Kacy,Male,6,12,7,8,6,7,9,8,Education
Kad,Male,12,11,10,11,10,9,11,10,Education
Kady,Female,9,6,8,12,12,6,9,7,Communications
Kae,Male,7,7,6,10,8,6,7,9,Engineering
Kaela,Male,7,8,7,9,6,10,9,9,Art
Ka,Female,10,6,9,8,8,11,9,7,Computing
Kai,Male,11,8,6,10,8,11,6,9,Engineering
Kai,Male,7,10,6,10,6,9,6,7,Computing
Kaia,Female,12,6,9,8,11,7,8,11,Communications
Kaila,Male,10,11,12,7,12,10,7,8,Engineering
Kaile,Male,8,10,8,7,7,8,6,8,Health and medicine
Kaile,Male,10,12,6,9,6,7,8,6,Architecture & Construction Jobs
Kaile,Male,8,6,10,6,8,6,12,8,Law and public policy
Kailey,Female,7,8,10,10,7,8,10,8,Art
Kaily,Male,10,8,6,9,12,10,11,7,Computing
Kaitli,Female,10,8,10,7,6,9,6,8,Engineering
Kaitlin,Male,12,10,6,11,8,9,8,10,Engineering
Kaitlyn,Male,7,9,11,7,6,11,11,6,Law and public policy
Kaitlynn,Female,12,6,9,8,11,9,6,11,Education
Kaja,Female,6,12,8,6,8,6,7,10,Architecture & Construction Jobs
Kakalina,Female,9,9,9,6,8,7,11,11,Architecture & Construction Jobs
Kala,Female,12,7,7,8,9,6,9,10,Architecture & Construction Jobs
Kale,Female,6,10,9,9,12,7,6,7,Business and management
Kaleena,Female,7,6,7,10,7,8,10,12,Communications
Kali,Female,10,12,10,11,11,8,10,11,Military and Security
Kalie,Male,6,7,7,6,11,11,10,6,Education
Kalila,Female,10,12,9,8,10,8,11,11,Agriculture
Kalina,Female,7,11,6,7,7,11,8,8,Health and medicine
Kalinda,Female,6,6,8,6,11,8,11,10,Art
Kalindi,Male,6,9,10,10,7,12,11,12,Law and public policy
Kallenbac,Female,12,8,9,12,8,7,9,7,Communications
Kalli,Male,7,7,12,8,9,8,12,12,Business and management
Kalli,Male,9,9,7,7,7,8,6,8,Education
kallquie,Female,11,6,10,10,7,12,8,8,Health and medicine
Kally,Male,7,11,8,6,6,9,9,9,Communications
Kamde,Female,10,11,7,8,7,11,8,10,Engineering
Kameko,Female,8,8,10,8,10,7,7,12,Education
Kamil,Male,9,6,12,7,8,7,10,7,Communications
Kamila,Male,6,6,9,10,6,10,12,12,Engineering
Kamilah,Male,11,12,12,10,12,9,9,11,Law and public policy
Kamillah,Female,10,10,10,7,6,7,7,12,Education
Kamor,Male,8,7,6,6,7,7,11,6,Computing
Kamro,Female,11,11,7,12,12,8,12,7,Engineering
Kamry,Female,9,12,10,8,7,6,10,10,Business and management
Kandace,Male,11,10,6,9,6,12,7,8,Art
Kandy,Female,12,12,9,7,9,10,8,8,Health and medicine
kan,Female,10,12,8,12,10,10,11,12,Architecture & Construction Jobs
Kan,Female,6,6,7,6,11,6,10,11,Business and management
Kania,Female,6,9,12,7,12,11,8,11,Communications
Kanya,Male,11,9,6,10,7,7,7,9,Architecture & Construction Jobs
kapu,Female,10,10,11,6,8,9,12,11,Architecture & Construction Jobs
Kara,Female,11,10,6,11,9,12,9,9,Architecture & Construction Jobs
Karalee,Male,10,12,6,11,12,6,12,6,Agriculture
Karalynn,Female,6,9,10,9,10,12,11,12,Architecture & Construction Jobs
Kara-Lynn,Female,7,9,6,9,6,10,9,11,Communications
Kare,Female,8,7,7,10,7,12,10,11,Business and management
Karee,Male,7,10,11,11,10,8,9,10,Communications
Karel,Female,11,6,6,8,11,8,10,10,Business and management
Kare,Male,11,12,7,8,9,6,9,11,Law and public policy
Karen,Female,9,10,7,10,10,7,8,10,Architecture & Construction Jobs
Karena,Male,6,12,7,6,7,8,12,9,Agriculture
Kari,Female,12,8,12,6,7,7,9,7,Art
Karia,Male,9,10,10,8,7,6,10,11,Engineering
Karie,Female,11,10,6,11,10,6,10,11,Education
Karil,Male,6,10,8,12,10,10,12,11,Law and public policy
Karilynn,Male,10,6,7,8,11,7,7,10,Military and Security
Karin,Female,6,10,12,6,6,12,6,7,Agriculture
Karin,Male,9,7,9,7,12,10,7,9,Military and Security
Karina,Female,8,7,6,7,9,7,9,11,Computing
Karine,Male,8,8,8,6,12,10,12,7,Computing
Kariotta,Male,7,12,11,9,10,8,12,11,Military and Security
Karisa,Female,10,7,6,11,10,9,10,7,Communications
Karissa,Female,11,11,6,9,10,8,9,12,Art
Karita,Female,7,7,12,8,10,12,8,7,Health and medicine
karkec,Male,10,12,8,9,6,11,8,9,Education
Karl,Female,8,7,12,11,7,12,9,7,Law and public policy
Karla,Female,11,10,9,9,6,7,9,6,Agriculture
Karlee,Female,6,11,8,8,10,12,12,7,Health and medicine
Karleen,Female,12,7,7,8,12,12,11,11,Communications
Karlen,Female,12,7,7,6,10,10,11,6,Health and medicine
Karlene,Male,6,11,12,9,8,10,6,7,Architecture & Construction Jobs
Karle,Female,9,12,11,9,9,7,8,6,Health and medicine
Karli,Male,10,7,6,10,7,11,7,6,Engineering
Karlie,Male,9,11,9,7,7,7,9,10,Health and medicine
Karlotta,Female,12,11,6,8,11,6,6,7,Engineering
Karlotte,Female,7,9,8,10,8,8,8,11,Architecture & Construction Jobs
Karl,Male,12,9,8,11,11,8,11,7,Business and management
Karly,Male,7,12,10,9,6,11,8,10,Business and management
Karlyn,Female,7,6,11,12,12,6,11,10,Education
Karmen,Female,9,11,11,7,9,11,8,12,Military and Security
Karna,Female,8,7,11,11,10,9,10,9,Architecture & Construction Jobs
Karol,Male,7,9,8,9,7,7,11,10,Military and Security
Karola,Female,11,6,10,9,6,10,11,11,Military and Security
Karole,Female,10,12,10,11,7,11,10,12,Communications
Karolina,Male,12,6,11,7,6,7,12,12,Computing
Karoline,Female,7,9,11,12,7,9,6,10,Health and medicine
Karoly,Male,7,11,6,8,10,6,12,11,Art
Karon,Male,10,8,10,10,10,9,10,7,Law and public policy
Karrah,Female,11,12,9,9,10,9,9,10,Business and management
Karrie,Male,8,8,11,10,10,8,7,7,Business and management
Karr,Male,12,12,7,7,12,9,7,9,Military and Security
Karry,Female,11,6,9,12,8,10,12,10,Art
Karte,Male,10,6,10,8,12,9,7,12,Engineering
Kary,Female,11,8,12,7,10,7,12,8,Health and medicine
Karyl,Male,6,9,9,7,11,11,11,12,Business and management
Karylin,Male,10,6,12,7,10,6,8,12,Education
Karyn,Male,7,10,10,6,12,9,9,10,Education
Kase,Male,12,12,12,8,7,9,9,11,Health and medicine
Kase,Male,10,11,6,8,12,8,8,11,Architecture & Construction Jobs
Kasey,Female,10,8,6,10,9,10,11,10,Education
Kas,Male,9,11,9,10,8,12,6,10,Architecture & Construction Jobs
Kass,Male,12,6,11,12,8,6,11,10,Health and medicine
Kassandr,Male,9,10,7,12,12,12,8,9,Health and medicine
Kassandra,Male,6,7,10,8,11,10,7,6,Agriculture
Kassey,Female,11,11,8,12,11,10,7,10,Engineering
Kassi,Female,8,7,10,11,12,8,7,8,Architecture & Construction Jobs
Kassia,Female,8,6,8,7,7,7,6,10,Art
Kassid,Male,6,7,7,6,9,10,12,12,Architecture & Construction Jobs
Kassie,Female,8,9,7,10,11,12,9,10,Architecture & Construction Jobs
Kat,Female,7,6,11,6,8,7,8,8,Law and public policy
Kata,Female,12,11,11,7,6,9,7,8,Computing
Katalin,Female,9,8,9,6,7,11,11,6,Health and medicine
kat,Male,11,12,10,7,8,9,7,10,Education
Kat,Female,12,12,12,6,8,9,6,7,Law and public policy
Kate,Female,6,11,11,10,8,12,10,11,Agriculture
Katee,Female,11,6,6,6,10,6,7,7,Education
Katelyn,Male,10,9,6,11,11,6,12,12,Military and Security
Katerina,Male,11,12,9,10,7,12,6,11,Agriculture
Katerine,Male,8,9,7,10,9,7,11,8,Computing
Katey,Female,9,10,10,10,8,10,11,10,Law and public policy
Kath,Female,12,8,9,11,11,10,6,7,Communications
Katha,Female,9,10,11,6,11,12,11,8,Communications
Katharina,Female,6,10,8,7,10,11,6,6,Education
Katharine,Female,12,11,7,8,9,8,11,12,Law and public policy
Katharyn,Male,8,6,8,9,9,7,6,12,Engineering
Kathe,Female,6,7,10,10,6,11,11,8,Art
katheri,Female,9,10,12,12,11,11,9,11,Engineering
Katherina,Male,7,6,9,10,9,9,11,7,Architecture & Construction Jobs
Katherin,Female,9,6,6,11,11,12,12,12,Business and management
Katherine,Male,12,11,12,8,9,8,11,9,Education
Katheryn,Female,11,12,6,6,12,12,8,9,Art
Kathi,Female,8,8,11,8,11,9,12,9,Military and Security
Kathie,Female,6,10,8,12,7,9,7,12,Architecture & Construction Jobs
Kathlee,Female,11,12,11,12,10,6,6,7,Military and Security
Kathleen,Male,11,8,9,12,6,12,9,6,Military and Security
Kathlin,Male,7,11,7,8,12,8,8,12,Law and public policy
Kathrine,Male,8,12,8,7,9,8,6,6,Art
Kathryn,Male,8,12,7,7,6,9,11,11,Art
Kathryne,Female,7,6,11,10,6,9,6,7,Health and medicine
Kath,Female,8,8,9,6,8,12,10,10,Agriculture
Kathy,Male,10,7,7,8,8,7,6,7,Agriculture
Kathye,Female,7,12,7,9,6,11,9,12,Law and public policy
Kati,Female,8,8,12,6,9,6,7,11,Art
Katie,Male,9,7,7,12,9,10,7,8,Communications
Katina,Male,8,6,11,9,8,10,7,8,Military and Security
Katine,Male,12,12,8,8,8,12,10,10,Law and public policy
Katinka,Male,6,12,12,6,8,11,7,6,Computing
Katleen,Male,6,7,8,11,12,7,9,12,Business and management
Katlin,Male,10,9,7,11,11,7,10,6,Education
Katrin,Female,10,7,11,10,10,9,9,8,Law and public policy
Katrina,Male,8,10,8,8,7,7,7,12,Education
Katrine,Male,12,9,6,12,9,10,11,10,Engineering
Katrinka,Female,9,11,12,10,10,9,9,8,Health and medicine
Katti,Female,11,7,12,8,11,8,6,11,Military and Security
Kattie,Female,11,11,11,10,10,9,11,7,Engineering
Katuscha,Male,10,10,10,10,9,7,12,7,Engineering
Katusha,Male,11,10,11,6,9,11,12,10,Business and management
Katy,Female,11,8,8,7,9,9,8,6,Engineering
Katya,Male,9,10,11,9,10,6,9,7,Health and medicine
ka,Male,8,10,9,11,7,10,11,7,Communications
Kay,Male,6,10,6,7,10,6,10,8,Law and public policy
Kay,Male,9,7,11,9,12,8,12,8,Architecture & Construction Jobs
Kaycee,Female,9,7,11,11,11,10,10,7,Engineering
Kayde,Male,10,9,7,8,7,9,11,12,Computing
Kaydenc,Male,7,9,11,6,11,11,11,12,Business and management
kay,Male,12,12,11,6,12,12,12,9,Health and medicine
Kaye,Male,6,6,8,6,12,8,6,7,Agriculture
Kayl,Male,8,9,7,9,7,11,8,12,Computing
Kayla,Male,12,12,7,10,7,10,10,10,Architecture & Construction Jobs
Kayla,Male,9,11,12,11,6,7,9,7,Communications
Kayle,Male,6,12,7,10,7,7,8,6,Communications
Kaylee,Female,8,6,12,9,9,6,10,12,Health and medicine
Kayleig,Female,10,6,8,8,9,10,7,8,Computing
Kayley,Male,8,9,6,10,9,10,9,6,Education
Kaylil,Male,10,9,8,6,10,10,10,11,Architecture & Construction Jobs
Kayly,Female,10,10,7,10,10,10,7,8,Business and management
Kaylyn,Female,10,7,9,12,6,6,11,12,Business and management
keac,Female,12,11,8,7,10,9,9,7,Architecture & Construction Jobs
kea,Female,6,10,9,12,9,9,12,6,Business and management
kearsle,Male,9,9,7,9,10,11,6,7,Art
keatin,Male,7,8,12,12,8,10,9,8,Computing
keatle,Female,9,7,10,8,12,6,9,9,Health and medicine
keddi,Male,7,11,11,11,11,9,9,9,Art
kedsli,Female,10,9,11,7,6,6,12,9,Military and Security
keebl,Female,10,8,12,9,6,8,9,7,Art
Keega,Male,10,10,9,7,10,12,11,9,Agriculture
Keeh,Female,12,7,7,7,8,7,6,12,Education
kee,Female,9,10,9,9,9,6,8,10,Agriculture
keele,Female,10,9,6,12,7,6,9,10,Computing
keele,Male,9,8,10,10,8,6,9,12,Military and Security
Keeley,Male,9,10,8,8,9,6,9,11,Law and public policy
Keelia,Female,12,9,10,11,12,6,8,6,Architecture & Construction Jobs
keelin,Male,10,10,6,12,11,11,10,10,Education
Keely,Female,8,6,6,9,7,8,9,9,Business and management
kee,Female,6,6,10,12,11,12,11,6,Art
keen,Female,10,11,7,12,10,6,12,7,Law and public policy
keene,Male,11,7,8,6,11,9,10,11,Communications
keeno,Male,10,6,7,12,8,7,8,12,Military and Security
keeve,Female,10,7,6,8,9,9,12,7,Military and Security
kef,Female,8,10,7,12,12,11,9,8,Law and public policy
keil,Female,12,8,10,11,8,12,12,7,Health and medicine
kei,Female,11,6,6,10,12,7,11,7,Law and public policy
kei,Male,7,10,8,7,11,9,9,11,Health and medicine
keit,Male,11,6,9,6,8,7,12,7,Engineering
Keit,Female,9,9,6,7,8,11,8,10,Computing
Kelcey,Female,8,7,11,7,11,7,6,7,Business and management
Kelci,Female,12,9,12,12,10,9,11,8,Architecture & Construction Jobs
Kelcie,Male,12,11,11,11,10,6,6,8,Education
Kelcy,Female,8,6,12,10,9,8,8,8,Art
Kelila,Male,7,9,8,8,11,11,11,8,Military and Security
kellan,Male,9,12,12,6,8,12,11,7,Art
Kell,Male,9,12,10,7,9,9,8,10,Military and Security
kellehe,Male,10,7,7,8,8,8,11,12,Agriculture
Kellen,Female,11,11,11,12,8,10,9,12,Computing
kellet,Male,10,8,7,8,10,12,12,8,Health and medicine
kelle,Male,9,7,11,10,10,10,6,8,Architecture & Construction Jobs
Kelle,Male,9,9,7,9,10,11,6,12,Business and management
Kelley,Female,10,11,6,7,8,9,9,7,Education
Kelli,Female,9,7,11,7,8,7,12,7,Health and medicine
Kellia,Male,7,8,7,12,11,7,7,7,Engineering
Kellie,Female,6,10,12,8,8,6,8,11,Military and Security
Kellina,Male,9,10,6,8,10,11,9,7,Education
Kellsie,Female,6,9,6,9,9,12,12,10,Education
kell,Male,10,12,6,6,11,9,10,7,Education
kellu,Male,12,6,7,11,12,8,7,12,Architecture & Construction Jobs
kell,Male,7,10,8,11,11,8,8,6,Architecture & Construction Jobs
Kell,Male,12,8,11,10,6,11,9,6,Law and public policy
Kelly,Female,9,7,12,12,11,10,10,7,Military and Security
Kellyann,Female,6,10,7,12,7,12,10,8,Health and medicine
kelse,Female,10,11,10,11,6,8,12,12,Art
Kelsey,Male,10,10,11,12,9,7,12,9,Health and medicine
Kelsi,Female,10,8,11,9,12,8,6,9,Engineering
Kelsy,Male,12,6,12,8,7,9,7,6,Art
Kelvi,Female,11,11,11,7,9,9,9,8,Education
kemmis-bett,Male,8,12,12,7,6,10,9,11,Communications
kem,Male,8,8,10,12,8,9,7,7,Military and Security
kempse,Female,7,10,6,12,10,9,11,6,Engineering
kenda,Female,8,11,7,10,8,7,8,8,Agriculture
kendal,Male,6,6,8,7,9,7,11,8,Agriculture
Kendal,Female,12,12,7,10,10,8,6,11,Art
kendal or greenwoo,Male,11,9,11,8,8,7,10,7,Communications
kendel,Female,8,10,11,6,7,8,10,8,Education
Kendra,Male,9,11,7,12,8,8,10,12,Business and management
Kendre,Female,11,8,9,8,8,8,7,6,Engineering
kendric,Male,6,8,10,11,9,10,12,12,Health and medicine
Kendric,Female,7,9,8,6,8,7,10,9,Law and public policy
Kenna,Female,10,8,12,10,12,10,9,6,Business and management
kenna,Female,9,6,7,11,6,9,11,12,Education
kennar,Male,7,11,12,11,6,12,8,8,Agriculture
Kenned,Male,9,7,8,6,6,7,10,7,Agriculture
kenned,Female,8,6,12,12,9,12,8,11,Military and Security
Kenned,Female,9,12,10,12,7,9,9,8,Law and public policy
Kennet,Male,9,7,9,11,7,9,9,9,Health and medicine
kennet,Female,9,12,8,8,7,11,7,8,Business and management
kenne,Male,7,10,12,9,8,7,7,6,Art
kenningto,Male,7,12,10,8,9,6,9,10,Communications
Kenn,Male,9,11,12,9,9,12,7,7,Communications
ken,Female,12,11,8,7,7,6,6,10,Military and Security
kenyon-slane,Female,10,9,10,10,7,12,7,7,Communications
Kenzi,Male,7,8,6,7,8,10,6,12,Health and medicine
Keo,Male,12,7,8,10,10,8,8,8,Art
keppe,Female,7,12,6,10,11,6,9,11,Agriculture
Keri,Female,6,9,9,12,7,10,10,10,Communications
Keriann,Female,7,12,12,6,6,7,11,9,Law and public policy
Kerianne,Male,11,10,6,11,8,11,10,10,Health and medicine
kermat,Male,12,12,12,6,6,9,10,10,Computing
kerna,Male,12,10,8,11,8,8,11,9,Art
kernic,Male,6,10,8,8,8,10,7,12,Communications
ker,Male,12,11,11,9,10,8,7,12,Computing
Kerri,Female,10,7,8,7,9,12,11,8,Health and medicine
Kerrie,Female,11,8,10,12,6,10,8,6,Communications
Kerrill,Female,6,6,11,11,9,8,12,7,Communications
Kerrin,Female,10,6,7,10,7,8,11,10,Art
Kerry,Male,8,11,7,6,8,10,7,7,Business and management
kerse,Male,12,8,8,10,10,8,10,8,Art
kersha,Female,6,7,8,6,8,10,10,12,Business and management
kerslak,Female,6,9,7,10,10,11,9,11,Computing
kersle,Female,11,9,9,6,12,8,11,12,Agriculture
Kerstin,Male,6,10,11,12,8,12,6,11,Agriculture
Kesley,Female,9,11,9,10,7,9,8,10,Education
Keslie,Female,6,9,10,7,9,11,8,7,Health and medicine
Kessia,Female,7,9,11,9,9,12,9,10,Education
Kessiah,Female,10,10,11,12,11,10,10,10,Business and management
kesterso,Male,9,11,9,7,8,7,6,12,Business and management
keswic,Male,8,11,11,6,6,9,10,12,Agriculture
ketcha,Male,7,12,8,10,12,6,10,10,Art
ketche,Female,10,10,7,9,9,10,7,10,Military and Security
Ketti,Male,11,9,9,6,12,6,6,9,Engineering
Kettie,Female,7,6,6,6,12,9,6,9,Communications
kettlewel,Female,6,6,8,11,12,11,7,7,Law and public policy
Ketty,Female,10,8,7,11,7,9,10,10,Art
keva,Female,10,12,11,8,8,12,7,9,Military and Security
Kevina,Female,9,10,12,6,12,12,8,7,Art
Kevyn,Female,12,8,8,11,7,7,10,8,Agriculture
kewle,Male,10,8,8,9,9,12,11,8,Agriculture
Ke,Male,8,10,10,12,6,10,11,12,Computing
key,Female,12,11,11,12,10,8,12,11,Art
keyse,Female,12,12,10,12,12,12,9,10,Art
Khali,Female,9,8,8,6,9,10,11,12,Computing
kha,Male,10,12,7,6,11,12,7,9,Business and management
Kha,Male,10,10,10,8,9,8,7,6,Military and Security
Khlo,Male,12,6,6,8,9,10,10,12,Engineering
khun,Female,8,7,6,6,8,8,12,6,Education
Ki,Female,8,7,8,10,7,11,11,10,Engineering
Kiah,Female,8,10,6,11,6,11,9,11,Engineering
Kial,Female,9,10,6,6,10,11,8,11,Health and medicine
ki,Male,6,12,9,6,7,12,10,6,Art
kid,Male,8,6,6,9,12,12,8,12,Engineering
kidd,Male,10,10,9,10,8,12,12,11,Computing
Kiele,Male,11,6,11,7,6,6,8,12,Education
Kier,Female,11,6,10,7,9,8,6,8,Art
Kiera,Female,7,6,10,6,7,11,11,10,Military and Security
Kiersten,Female,9,11,11,10,11,11,6,9,Agriculture
kightle,Female,7,8,10,6,11,8,8,6,Architecture & Construction Jobs
Kikelia,Male,6,11,8,6,6,7,10,8,Art
kilduf,Female,9,7,12,12,11,7,11,10,Agriculture
Kiley,Female,8,10,9,9,9,12,10,11,Health and medicine
kilha,Female,12,6,10,12,10,8,8,6,Health and medicine
killigre,Female,8,12,9,10,7,6,8,8,Computing
kilne,Male,8,9,12,7,11,7,9,10,Art
kilpatric,Female,7,12,7,12,7,11,11,9,Computing
Kim,Female,10,6,12,12,10,6,12,12,Communications
kimbe,Female,11,10,6,7,11,10,11,8,Education
Kimberlee,Male,7,7,12,7,9,6,10,11,Business and management
Kimberley,Female,11,12,12,8,11,7,11,12,Agriculture
Kimberli,Female,9,12,6,8,8,11,12,10,Business and management
Kimberly,Female,9,11,7,12,9,12,6,6,Art
Kimberlyn,Female,7,11,7,11,8,7,8,8,Military and Security
Kimbra,Male,6,12,7,9,7,6,6,7,Law and public policy
Kimmi,Male,7,12,6,10,9,10,7,9,Communications
Kimmie,Male,11,8,7,11,6,9,11,10,Law and public policy
Kimmy,Female,9,8,8,10,6,11,10,10,Engineering
kimpto,Female,7,6,11,9,10,9,10,9,Health and medicine
kincai,Male,9,7,6,9,11,7,7,9,Architecture & Construction Jobs
kinde,Male,6,6,11,11,12,8,7,7,Business and management
kin,Female,8,7,7,12,8,11,8,6,Education
Kin,Male,8,10,12,10,12,9,8,10,Communications
kinghor,Female,11,8,12,11,6,11,12,10,Communications
kinglak,Female,11,11,6,12,11,11,9,9,Art
kingsle,Female,7,11,8,6,11,8,9,11,Engineering
kingsto,Male,10,11,8,6,7,11,10,11,Business and management
Kingsto,Male,10,8,7,8,8,6,7,6,Health and medicine
kinkai,Male,10,7,10,11,9,7,8,8,Engineering
kinla,Male,6,11,11,9,8,10,7,12,Education
Kinle,Male,6,11,11,9,8,11,12,8,Computing
Kinna,Female,8,7,6,9,9,7,8,6,Military and Security
kinne,Female,9,6,7,7,10,9,10,12,Communications
kinnis,Female,7,8,12,9,7,9,10,11,Communications
Kip,Male,11,12,12,8,10,6,12,12,Education
Kipp,Female,7,8,10,6,9,6,9,12,Communications
Kippie,Female,6,6,6,12,12,7,7,9,Communications
Kippy,Male,12,8,12,9,6,6,8,10,Art
Kir,Female,10,11,6,7,6,7,9,8,Education
Kira,Male,6,8,12,8,9,7,8,8,Agriculture
Kirbee,Female,11,10,9,9,11,9,12,8,Education
Kirbie,Female,9,6,6,7,11,10,6,11,Business and management
kirb,Female,11,11,7,12,10,12,6,7,Education
Kirby,Male,10,6,8,9,11,9,7,7,Agriculture
Kiri,Female,12,6,7,12,6,6,12,12,Education
kir,Male,12,8,9,7,12,12,6,8,Architecture & Construction Jobs
Kir,Male,6,10,6,7,6,9,7,7,Agriculture
kirkbrid,Female,6,6,8,9,10,6,12,9,Art
kirkha,Male,11,6,8,10,8,11,8,12,Law and public policy
kirklan,Female,9,8,10,11,12,6,9,6,Engineering
kirkonnal,Female,6,12,6,11,8,10,8,8,Engineering
kirkpatric,Female,9,8,10,8,7,12,12,8,Art
kirkse,Male,10,7,6,12,12,12,9,6,Computing
kirkto,Female,11,12,12,9,12,12,10,9,Architecture & Construction Jobs
kirkwoo,Female,7,7,9,11,10,8,9,6,Architecture & Construction Jobs
Kirsten,Female,11,11,10,7,9,10,9,6,Business and management
Kirsteni,Male,12,11,6,11,9,6,11,6,Engineering
Kirsti,Female,9,12,8,9,6,10,6,7,Architecture & Construction Jobs
Kirstin,Female,6,12,9,8,12,10,8,6,Business and management
Kirstyn,Male,7,9,10,10,11,11,12,12,Communications
kirwa,Female,6,7,12,6,10,6,8,9,Health and medicine
Kissee,Male,7,7,11,8,11,6,6,6,Art
Kissiah,Female,7,10,12,12,8,7,10,9,Health and medicine
Kissie,Male,9,9,8,11,7,12,9,12,Military and Security
Kit,Female,10,6,9,6,7,11,11,12,Engineering
kitche,Female,6,11,10,8,11,6,9,11,Military and Security
kitchi,Male,12,11,12,6,10,6,8,12,Communications
kitchin,Female,7,10,7,8,9,12,10,7,Business and management
Kitti,Male,11,11,11,8,11,12,11,9,Art
Kittie,Female,8,11,8,12,9,6,7,8,Education
Kitty,Female,8,8,7,10,9,10,11,10,Architecture & Construction Jobs
Kiyok,Female,12,6,9,6,6,11,7,9,Military and Security
Kizzee,Female,12,10,7,7,11,6,8,12,Military and Security
Kizzie,Male,9,10,12,11,11,6,9,7,Business and management
Klara,Male,7,10,11,11,7,10,7,7,Education
Klarika,Male,7,9,8,7,9,6,8,12,Education
Klarrisa,Male,8,12,9,11,12,6,8,8,Architecture & Construction Jobs
Klei,Female,12,8,6,10,11,11,6,9,Engineering
Klin,Male,9,7,8,9,12,11,9,7,Architecture & Construction Jobs
klyt,Male,9,11,11,8,11,11,9,10,Agriculture
knag,Female,12,8,7,11,9,12,9,11,Agriculture
knagg,Male,7,7,10,12,8,8,6,6,Education
knap,Female,9,6,10,8,7,11,6,12,Education
Knap,Female,8,11,11,12,9,12,11,11,Engineering
knaresfort,Female,10,12,9,6,8,12,11,12,Architecture & Construction Jobs
knee,Female,10,12,12,7,9,10,9,9,Military and Security
kneil,Female,6,12,9,8,10,10,7,11,Art
knibb,Female,6,6,6,8,11,10,12,9,Business and management
knickerbocke,Female,10,8,11,12,11,11,6,6,Communications
knigh,Male,11,6,9,6,8,9,6,9,Health and medicine
Knigh,Male,11,6,6,12,12,9,11,7,Architecture & Construction Jobs
knip,Female,9,8,7,9,8,12,8,8,Law and public policy
Knitte,Male,9,7,11,9,6,11,10,12,Architecture & Construction Jobs
knol,Male,9,10,7,10,9,6,12,6,Computing
knot,Male,10,11,12,12,6,7,6,11,Art
knowle,Female,9,6,6,6,11,7,7,6,Communications
know,Female,9,12,9,12,8,11,12,8,Agriculture
kno,Female,11,8,6,10,8,6,6,6,Health and medicine
Kno,Male,10,8,9,6,6,7,11,9,Computing
ko,Female,8,6,6,11,12,7,8,6,Art
Kolte,Male,8,9,8,8,9,12,9,6,Health and medicine
Konno,Male,11,8,6,12,7,6,8,12,Health and medicine
Konstance,Female,12,8,6,9,9,12,12,12,Health and medicine
Konstanze,Female,10,7,10,11,12,11,7,11,Business and management
Koo,Male,12,8,7,7,11,9,9,10,Art
Kora,Female,9,8,12,8,9,10,8,9,Architecture & Construction Jobs
Koral,Female,11,10,9,12,11,9,6,9,Military and Security
Koralle,Female,11,9,7,12,8,11,11,8,Architecture & Construction Jobs
Korbi,Female,12,11,10,9,10,10,12,7,Military and Security
Kordula,Male,12,12,6,9,9,9,12,11,Education
Kore,Female,12,9,10,12,9,7,12,7,Business and management
Korella,Male,7,10,9,6,9,10,12,9,Agriculture
Koren,Male,12,11,6,10,9,9,9,11,Engineering
Koressa,Male,11,6,10,9,6,7,6,8,Agriculture
Kori,Male,6,6,6,11,8,11,7,9,Architecture & Construction Jobs
Korie,Female,7,6,7,12,8,11,7,9,Art
Korney,Female,11,8,11,10,7,6,12,11,Business and management
Korrie,Female,11,8,6,11,8,9,8,6,Business and management
Korry,Female,9,11,11,10,8,8,9,10,Agriculture
Krame,Female,10,11,11,7,6,8,12,7,Military and Security
Kraus,Male,7,10,6,8,9,7,10,6,Communications
kreecje,Male,9,7,6,7,6,11,7,7,Health and medicine
Krine,Male,8,12,10,7,12,9,10,8,Business and management
Kris,Female,8,7,11,12,6,8,7,11,Communications
Kris,Female,12,11,11,7,12,7,9,9,Art
Krissie,Female,8,11,6,9,6,10,8,7,Art
Krissy,Female,11,9,6,8,8,9,8,12,Architecture & Construction Jobs
Krista,Female,12,11,11,10,11,6,7,9,Agriculture
Kristal,Female,10,8,10,10,10,9,9,11,Agriculture
Kristan,Female,9,7,7,11,6,7,6,10,Engineering
Kriste,Female,9,6,7,10,9,12,12,9,Education
Kristel,Male,12,12,10,8,8,8,6,9,Military and Security
Kriste,Female,10,7,6,7,10,11,11,12,Law and public policy
